answer_id,question_id,accepted
3724,3722,False
3730,3722,False
3749,3735,True
3744,3646,False
3776,3752,True
3769,3753,True
3761,3757,True
3759,3752,False
3760,3752,False
3762,3757,False
3763,3722,False
3765,3753,False
3770,3768,True
3774,3722,False
3778,3722,False
3784,3781,True
3815,3785,True
3786,3785,False
3788,3785,False
3810,3757,False
3813,229,False
3876,3871,True
3889,3883,True
3886,3735,False
3892,3891,True
3893,3891,False
3895,3894,True
3904,3903,True
3905,3891,False
3932,3928,False
3934,3928,False
3938,3936,True
3940,3936,False
3942,3925,False
3959,3948,True
3949,3948,False
3956,3952,True
3954,3953,True
3961,3958,False
3964,3928,False
3965,3958,False
3980,3976,True
3977,3976,False
3995,3953,False
4029,4028,True
4032,4028,False
4037,4034,False
4038,4034,False
4047,4034,False
4077,4071,True
4080,4067,False
4088,4087,False
4105,4099,True
4103,4101,True
4114,4107,True
4131,4107,False
4135,4134,False
4140,4134,False
4148,4107,False
4157,4156,True
4158,4156,False
4180,4179,True
4205,4197,True
4199,4197,False
4208,4201,True
4229,4211,True
4218,4201,False
4238,4221,True
4226,4222,True
4227,4222,False
4247,4240,True
4248,4241,True
4250,4241,False
4290,4288,False
4292,4288,False
4300,4288,False
4319,4312,True
4318,4288,False
4330,4327,True
4331,4329,False
4361,16,False
4384,4363,True
4390,4389,True
4394,4391,False
4445,4408,True
4438,4437,False
4447,4444,True
4456,4444,False
4469,4457,True
21344,4460,True
4461,4460,False
4475,4473,True
4479,4389,False
4480,4462,False
4482,4473,False
4484,4460,False
4488,4486,True
4489,4473,False
4496,4494,False
4500,4492,False
4501,4492,False
4503,4494,False
4510,4494,False
4517,4511,True
4513,4511,False
4542,4535,True
4541,4521,False
4572,4567,True
4586,4578,False
4589,4567,False
4598,4594,True
4604,4594,False
4607,3338,False
4639,4621,True
4622,4567,False
4646,4629,True
4631,4629,False
4640,4629,False
4684,4679,True
4683,4679,False
4733,4729,True
4730,4729,False
4735,4732,False
4738,4737,False
4741,4740,True
4748,4740,False
4758,4737,False
4759,4757,False
4766,4764,True
4765,4764,False
4767,4764,False
4772,4703,False
4782,4777,True
4790,4779,True
4783,4779,False
4784,4779,False
4786,4779,False
4799,4795,True
4801,4757,False
4818,4807,False
4820,4807,False
4830,4795,False
4832,4764,False
4833,4807,False
4837,4824,False
4870,4850,True
4853,4850,False
4866,4863,True
4879,4875,True
4877,4875,False
4885,4882,False
4888,4883,False
4893,4883,False
4894,4883,False
4898,4895,True
4907,4905,True
4914,313,False
4917,4895,False
4932,4925,True
4927,4925,False
4929,4918,False
4930,4918,False
4931,4918,False
4956,4953,True
4954,4953,False
4963,4962,True
4973,4969,True
4970,4968,False
4974,4969,False
4975,4962,False
4987,4953,False
4999,4969,False
5016,5012,True
5026,5019,False
5028,5019,False
5037,5019,False
5048,5045,False
5061,5049,True
5184,5093,True
5099,5097,True
5098,5093,False
5115,5103,True
5106,5103,False
5110,5097,False
5117,4969,False
14616,5124,True
5133,5130,False
5141,5140,True
5166,5151,True
5159,5158,True
5163,5162,False
5170,5168,True
5179,5177,True
5183,5151,False
5201,5200,False
5209,5205,True
5217,5214,True
5218,5205,False
5219,5214,False
5221,5205,False
5227,5214,False
5243,5231,True
5245,5231,False
5299,5294,True
5295,5294,False
5296,5294,False
5300,5294,False
5303,5301,True
5313,5312,False
5317,5312,False
6329,6327,False
6331,6327,False
6334,6327,False
6356,6335,True
6337,6335,False
6366,6340,True
6344,6340,False
6347,6340,False
6385,6380,True
6387,6384,True
6386,6384,False
6406,6402,True
6414,6411,True
6431,6413,True
6415,6411,False
6440,6426,True
6433,6335,False
6437,6426,False
6448,6444,True
6470,6465,True
6468,6465,False
6474,6472,True
6477,6475,False
6479,186,False
6485,6472,False
6492,6491,True
6501,6491,False
6509,6507,False
6525,6515,True
6523,6515,False
6524,6518,False
6532,6528,False
6534,6515,False
6549,6515,False
6560,6550,True
6555,6550,False
6563,6550,False
6577,6565,True
6566,6565,False
6567,6565,False
6570,6465,False
6585,6571,True
6572,6565,False
6576,6571,False
6581,6578,True
6591,6550,False
6599,6550,False
6603,6550,False
6613,6612,False
6617,6612,False
6652,6624,True
6643,6625,True
6636,6629,True
6682,6673,False
6691,6690,True
6694,6690,False
6723,6713,True
6722,6713,False
6736,6731,True
6741,6718,False
6774,6747,True
6754,6747,False
6767,6747,False
6800,6786,True
6809,6803,True
6824,6810,True
6821,6817,True
6825,6823,False
6844,6827,True
6829,6827,False
6831,6827,False
6832,6812,False
6839,6833,True
6835,6833,False
6868,6838,True
6847,6827,False
6870,6867,False
6882,6881,True
6887,6881,False
6892,6889,False
6912,6909,True
6937,6936,True
6948,6941,True
6951,6949,True
6964,6961,False
6971,6968,False
6972,6968,False
6985,6981,True
7002,6997,True
7013,7011,True
7020,7019,True
7026,7019,False
7029,6997,False
7034,7031,True
7041,7036,False
7044,7043,True
7045,7043,False
7084,7058,True
7061,7058,False
7063,7058,False
7078,7058,False
7106,7105,True
7111,7105,False
7118,7117,False
7119,7117,False
7123,7117,False
7137,7117,False
7146,7105,False
7152,7117,False
7180,7168,True
7174,7168,False
7176,43,False
12202,7181,True
7183,7181,False
7187,7168,False
7191,7168,False
7234,7233,False
7244,7238,True
7241,7238,False
7246,7238,False
7260,7257,True
7276,7263,True
7277,7270,True
7287,7279,False
7324,7288,True
7298,7289,True
7290,7289,False
7291,7289,False
7302,7301,True
7305,7301,False
7320,7316,True
7348,7337,True
7340,7337,False
7359,7341,True
7343,7341,False
7350,7289,False
7354,7351,True
7352,7341,False
7361,7351,False
10489,7364,True
8383,8380,False
8404,8380,False
8412,8408,False
8417,8408,False
8427,8425,True
8430,8380,False
8461,8431,True
8435,8432,True
8466,8438,True
8450,8425,False
8479,8477,True
8493,8485,True
8487,8477,False
8489,8485,False
8541,5045,False
8558,8556,False
8582,8569,True
8581,8569,False
8605,8587,True
8592,8587,False
8611,8600,True
8614,8587,False
8615,8600,False
8625,8600,False
8642,8613,False
8658,8651,True
8661,8652,True
8657,8651,False
8701,8698,False
8702,8698,False
8713,8708,True
8711,8708,False
8737,8716,True
8723,8717,True
8729,8728,False
8730,8728,False
8747,8728,False
8764,8758,True
8766,8698,False
8774,8772,True
8773,8772,False
8793,8772,False
8795,8772,False
8806,8800,True
8812,8807,True
8813,8800,False
8827,8807,False
8837,8830,True
73261,8832,True
8833,8832,False
8848,8832,False
8853,8832,False
8871,8866,True
8908,8906,True
8912,8900,False
8924,8915,False
8934,8925,True
8927,8925,False
8946,8942,True
8950,8832,False
8958,8954,True
8969,8962,True
8964,8925,False
8965,8962,False
8970,8962,False
8979,8962,False
9015,8993,True
9004,8993,False
9014,9009,True
9143,9022,True
9062,9032,True
9034,9032,False
9038,9035,False
9042,9035,False
9046,9035,False
9060,9035,False
9067,9064,False
9142,9114,True
9119,9117,True
9120,9117,False
9121,9117,False
9132,9128,False
9141,9114,False
9215,9209,True
9237,9214,True
9216,9214,False
9218,9214,False
9219,9214,False
9248,9247,False
9256,9252,True
9255,9252,False
9301,9281,True
9305,9300,True
9304,9300,False
9337,9307,True
9310,9307,False
9312,9307,False
9318,9300,False
9346,9322,True
9325,9322,False
9336,9307,False
9352,9307,False
9364,9359,True
9372,9365,True
9368,9365,False
9381,9371,True
9380,9371,False
9385,9383,True
9384,9359,False
9404,9371,False
9412,9371,False
9417,2743,False
9453,9437,True
9438,9437,False
9441,9437,False
9442,9437,False
9449,9448,False
9450,9448,False
9472,9471,False
9477,8569,False
9492,9490,True
9498,9493,True
9505,9501,False
9514,9507,True
9520,9517,True
9558,9529,True
9531,9529,False
9532,9529,False
9597,9540,True
9542,9540,False
9550,9549,True
9551,9549,False
9554,9529,False
9566,9549,False
9571,9568,True
9601,9582,True
9583,9549,False
9586,9582,False
9589,9582,False
9615,9611,True
9641,9635,True
9659,9642,True
9658,9642,False
9685,9679,True
9686,9680,True
9681,9679,False
9702,9679,False
9705,9680,False
9708,9704,False
9727,9717,True
9722,9717,False
9754,9704,False
9765,9758,True
9782,9774,True
9779,9774,False
9800,9774,False
9810,9717,False
9829,9822,False
9843,9822,False
9860,9856,True
9858,9857,True
9859,9856,False
9865,9862,True
14117,9875,True
9881,9875,False
9887,9883,False
9891,9883,False
9896,9894,False
9904,9900,True
9902,9901,True
9920,9916,True
9921,9916,False
9925,9923,True
9924,9923,False
9941,9930,True
9943,9930,False
9945,9944,True
9964,9947,True
9957,9948,True
9963,9947,False
10003,9967,True
10002,9968,True
9969,9968,False
9971,9968,False
9975,9947,False
9983,9947,False
9984,9980,False
9988,9947,False
10012,10004,False
10021,10014,True
10037,10017,True
10019,10017,False
10023,10017,False
10030,10017,False
10038,10017,False
10064,10054,True
10058,10055,True
10074,10069,True
10077,10054,False
10086,10082,True
10110,10098,True
10100,10098,False
10117,10102,True
10104,10102,False
10107,10102,False
10118,10115,True
10280,10126,True
10128,10126,False
10129,10126,False
10134,10131,True
10136,10133,True
10135,10017,False
10137,10126,False
10140,10115,False
10158,10150,True
10154,10150,False
10168,10166,False
10174,10166,False
10180,10164,False
10191,4312,False
10205,10150,False
10223,10218,True
10239,10232,True
10257,10254,True
10267,4679,False
10278,10276,True
10298,10285,True
10313,10295,True
10300,10295,False
10308,10307,False
10310,10307,False
10325,10320,True
10322,10320,False
10331,10320,False
10335,10320,False
10379,10340,True
10350,10341,True
10349,10320,False
10360,10341,False
10386,10377,False
10391,10340,False
10394,10388,False
10399,10306,False
10400,10377,False
10442,10428,False
10457,10448,True
10450,10448,False
10470,10463,True
10522,10502,True
10510,10508,True
10529,10502,False
10547,10542,True
10543,10533,False
10582,10581,True
10609,10608,True
10612,10610,True
10613,10610,False
10615,10610,False
10618,10608,False
10639,10636,True
10640,10636,False
10658,10645,True
10646,10645,False
10661,10610,False
10744,10669,True
10694,10682,True
10683,10682,False
10704,10688,True
10690,10682,False
10693,10682,False
10709,10688,False
10710,10688,False
10761,10735,True
10748,10746,True
10749,10746,False
10790,10781,True
10796,10793,True
10794,10792,False
10810,10804,True
10806,10793,False
10813,10804,False
10831,10820,True
10824,10819,False
10825,10820,False
10838,10820,False
10840,10820,False
10852,10820,False
10856,10853,False
10880,10875,True
10918,10914,True
10930,10923,True
10955,10939,True
10940,10939,False
10943,10939,False
10946,10939,False
10947,10939,False
10951,10950,False
10957,10939,False
10962,10931,False
10965,10964,True
10978,10939,False
10985,10931,False
10994,10988,True
10991,10939,False
10995,10901,False
11097,11011,True
11084,11019,True
11052,11042,False
11060,11056,False
11077,11043,False
11106,11103,False
11155,11152,True
11171,11170,True
11203,11173,True
11176,11173,False
11177,11173,False
11183,11179,True
11186,11180,True
11197,11189,True
11191,11189,False
11212,11208,True
11210,11208,False
11214,11208,False
11244,11170,False
11251,11208,False
11340,11252,True
11253,11252,False
11292,11277,True
11281,11277,False
11294,11277,False
11295,11277,False
11317,11315,True
11316,11315,False
11320,11319,False
11342,11341,True
11346,11319,False
11351,11348,True
11353,11348,False
11387,11384,True
11388,11384,False
11411,11399,False
11418,11408,False
11423,11408,False
11443,11441,True
11485,11484,False
11513,11505,True
11518,11516,True
11519,11517,True
11521,11517,False
11522,11517,False
11532,11526,True
11530,11526,False
11534,11526,False
11583,11541,True
11543,11541,False
11549,11526,False
11557,11555,True
11556,11541,False
11569,11541,False
11575,11572,False
11605,11602,True
11604,11602,False
11607,11602,False
11620,11610,True
11652,11637,True
11638,11517,False
11642,11639,True
11646,11637,False
11685,11667,True
11696,11676,True
11702,11700,True
11714,11676,False
11716,11715,True
11729,11721,True
11726,11721,False
11737,11735,True
11743,11735,False
11754,11735,False
11765,11762,True
11775,11767,True
11782,11781,True
11786,11781,False
11789,11781,False
11793,11791,False
11796,11781,False
11797,11781,False
11811,11806,True
11808,11806,False
11819,11806,False
11828,11827,False
11830,11827,False
11837,11832,True
11836,11827,False
11859,11853,False
11873,11853,False
11903,11887,True
11895,11887,False
11904,11853,False
11935,11911,True
11913,11911,False
11920,11911,False
11926,11911,False
11977,11975,False
11987,11975,False
11991,11975,False
12001,11975,False
12027,12024,True
12045,12043,False
12088,12061,True
12069,12061,False
12098,12091,True
12099,12091,False
12142,12116,True
12152,12129,True
12135,12129,False
12138,12129,False
12171,12129,False
12213,12209,True
12218,12129,False
12225,12219,True
12221,12219,False
12227,12219,False
12228,12219,False
12234,12219,False
12243,12236,False
12248,12219,False
12250,12129,False
12261,12254,False
12271,12265,True
12278,12266,True
12276,12270,False
12279,12266,False
12286,12270,False
12292,12266,False
12351,12294,True
12295,12294,False
12297,12294,False
12298,12266,False
12300,12266,False
12341,12323,True
12332,12324,True
12374,12348,True
12350,12348,False
12352,12348,False
12353,12348,False
12369,12354,True
12356,12354,False
12359,12348,False
12368,12348,False
12372,12348,False
12379,12348,False
12385,12354,False
12392,12348,False
12395,12348,False
12403,12378,False
12404,12348,False
12406,12378,False
12419,12378,False
12429,12423,True
12430,12348,False
12432,12423,False
12434,12378,False
12441,12348,False
12443,12442,True
12454,12354,False
12459,12348,False
12464,12348,False
12507,12467,True
12469,12467,False
12483,12467,False
12486,12467,False
12489,12488,True
12490,12348,False
12499,12348,False
12504,12219,False
12527,12520,True
12550,12536,True
12541,12536,False
12551,12536,False
12586,12564,True
12566,12564,False
12568,12311,False
12575,12564,False
12577,12348,False
12581,12311,False
12618,12602,True
12605,12602,False
12623,12621,True
12629,12564,False
12636,12632,True
12658,12634,True
12638,12634,False
12645,12634,False
12648,12632,False
12664,12621,False
12676,12634,False
12687,12634,False
12694,12621,False
12707,12698,True
12699,12621,False
12727,12719,True
12720,12348,False
12734,12621,False
12746,12634,False
12751,12719,False
12761,12634,False
12764,12762,False
12803,12776,True
12811,12807,True
12818,12814,True
12982,12849,True
12878,12869,True
12872,12869,False
12899,12348,False
12922,12849,False
12932,12929,True
12943,12940,True
12958,12940,False
12989,12985,False
13004,12990,True
12995,12990,False
13018,13010,False
13021,12990,False
13023,12348,False
13061,13024,True
13029,13024,False
13067,13030,True
13033,13030,False
13034,12990,False
13035,13024,False
13038,13030,False
13039,13030,False
13047,13030,False
13049,13024,False
13051,13024,False
13056,13030,False
13063,13024,False
13079,13030,False
13086,13030,False
13087,13030,False
13095,13094,False
13109,13030,False
13136,13129,True
13163,13030,False
13246,13234,True
13293,13285,True
14296,13318,True
13352,13339,True
13354,13285,False
13365,13364,False
13366,13364,False
13367,13364,False
13368,13364,False
13375,13364,False
13377,13364,False
13378,13364,False
13581,13384,True
14222,13391,True
13396,13394,True
13397,13394,False
13412,13409,True
13419,13364,False
13437,13394,False
13447,13439,True
13445,13384,False
13446,13439,False
13453,13439,False
13459,13241,False
13470,13439,False
13471,3136,False
13521,13495,True
13499,13495,False
13524,13514,True
13529,13495,False
13533,13531,True
13559,13554,True
13557,13495,False
13561,13554,False
13584,13554,False
13656,13595,True
13621,13619,True
13625,12985,False
13645,13638,True
13700,13699,False
13701,13699,False
13721,13716,True
13801,13794,True
13797,13792,False
13800,13792,False
13803,13794,False
13823,13819,True
13820,13819,False
13830,13819,False
13837,13792,False
13839,13819,False
13881,13847,True
13850,13847,False
13863,13847,False
13865,13847,False
13867,13847,False
13873,13870,True
13879,13792,False
13908,13907,True
13910,13907,False
13923,13916,True
13938,13792,False
13941,13794,False
13942,13907,False
13947,13907,False
13950,13907,False
13955,13792,False
13966,13961,True
14021,13907,False
14040,14034,True
14051,14034,False
14068,14066,False
14069,14066,False
14087,14066,False
14100,14089,True
14149,14128,True
14140,14135,False
14157,14153,True
14159,14153,False
14160,14153,False
14164,14161,False
14166,14161,False
14182,14177,True
14185,14177,False
14192,14188,True
14210,14177,False
14211,14188,False
14272,14254,True
14260,14254,False
14280,14273,True
14275,8609,False
14291,14273,False
14353,14295,True
14305,14300,True
14304,14300,False
14322,14319,False
14324,14300,False
14325,14319,False
14326,14319,False
14346,14319,False
14364,14319,False
14403,14366,True
14381,14366,False
14388,14385,True
14389,14385,False
14393,14385,False
14395,14385,False
14401,14366,False
14419,14366,False
14434,14421,True
14424,14421,False
14444,14435,True
14436,14435,False
14438,14435,False
14449,14442,True
14464,14460,True
14495,14484,True
14502,14499,True
14522,14515,True
14555,14537,True
14545,14537,False
14552,14550,True
14571,14558,True
14568,11043,False
14609,14581,True
14585,14581,False
14590,14581,False
14636,14632,True
14730,14709,True
14740,14738,True
14745,14743,False
14752,14751,False
14761,14755,True
14758,14751,False
14766,14755,False
14794,14792,False
14797,14792,False
14801,14792,False
14803,14792,False
14844,14807,True
14817,14807,False
14847,14807,False
14848,14807,False
14852,14807,False
14895,14877,True
14881,14877,False
14916,14893,True
14933,14917,True
14921,14906,False
14931,14917,False
14948,14947,True
14965,14960,True
14970,14947,False
14978,14877,False
15010,14999,True
15014,15013,True
15020,15015,True
15025,15023,True
15042,15036,True
15040,15015,False
15066,15061,True
15086,15062,True
15064,15036,False
15069,15061,False
15073,15028,False
15076,15062,False
15127,15105,True
15130,15117,True
15153,15150,False
15196,15174,False
15253,15150,False
15268,15263,True
15265,15263,False
15266,15263,False
15318,15278,True
15280,15278,False
15288,15282,False
15291,15278,False
15305,15282,False
15320,15314,True
15323,15314,False
15386,15353,True
15355,15353,False
15367,15364,True
15370,15364,False
15380,15374,False
15393,15388,True
15390,15364,False
15400,15364,False
15420,15419,True
15437,15434,True
15478,15450,True
15457,15450,False
15486,15364,False
15505,15388,False
15511,15508,False
15522,15508,False
15582,15527,True
15572,15528,True
15539,15527,False
15540,15508,False
15564,15563,False
15604,15602,False
15608,15602,False
15614,15602,False
15640,15635,True
15657,15653,True
15655,15653,False
15681,2886,False
15690,15685,True
15694,15693,True
16754,16715,True
16716,16715,False
16719,16715,False
16721,16715,False
16744,16722,True
16726,16724,True
16730,16724,False
16733,16722,False
16788,16780,True
16799,16794,True
16812,16807,False
16814,16807,False
16819,16807,False
16825,16807,False
16831,16829,True
16834,16829,False
16838,16829,False
16840,16807,False
16850,16829,False
16873,16866,True
16889,16829,False
16892,16807,False
16898,16866,False
16906,16900,True
16917,16900,False
17011,17004,True
17057,17043,True
17052,17043,False
17064,17053,True
17055,17043,False
17056,17053,False
17058,17043,False
17059,17048,False
17062,17043,False
17066,17043,False
17067,17048,False
17070,17043,False
17073,17043,False
17074,17043,False
17097,17087,True
17115,17113,False
17116,17113,False
17121,17113,False
17134,17124,True
17147,17139,True
17188,17163,True
17164,17163,False
17168,17043,False
17174,17163,False
17186,17163,False
17187,17163,False
17195,17194,True
17197,17194,False
17198,17194,False
17201,17194,False
17207,17194,False
17209,17206,False
17217,17194,False
17230,17194,False
17247,17239,True
17242,17239,False
17263,17244,False
17268,17194,False
17269,17244,False
17295,17244,False
17313,17309,False
17332,17330,True
17429,17344,True
17453,17388,True
17406,17404,False
17430,17383,False
17437,17436,True
17443,17194,False
17444,17436,False
17448,17447,False
17449,17447,False
17454,17447,False
17456,17383,False
17460,17447,False
17475,17473,True
17486,17484,False
17487,17484,False
17492,17484,False
17504,17498,True
17561,17533,True
17538,17533,False
17541,17533,False
17609,17498,False
17635,17623,True
17638,17636,False
17647,17639,False
17658,17636,False
17690,17685,True
17756,17729,True
17742,17735,True
17750,17736,True
17738,17735,False
17747,17736,False
17751,17735,False
17805,17798,False
17824,17815,False
17835,17828,False
17841,17828,False
17843,17828,False
17855,17847,True
17859,17847,False
17864,17862,True
17870,17847,False
17871,17862,False
17877,17876,False
17881,17880,False
17888,17876,False
17890,17862,False
17893,17880,False
17896,17880,False
17988,17984,True
18013,18012,True
18044,18037,True
18056,18051,True
18053,18051,False
18054,18051,False
18055,18051,False
18063,18062,False
18067,18062,False
18069,18062,False
18073,18051,False
18074,18051,False
18079,18051,False
18098,18051,False
18099,18051,False
18100,18051,False
18112,18051,False
18124,18051,False
18125,18051,False
18129,18051,False
18133,18051,False
18135,18114,False
18139,18051,False
18149,18051,False
18152,18051,False
18161,18141,False
18225,18215,True
18248,18244,False
18252,18244,False
18253,18244,False
18277,18275,True
18276,18275,False
18283,18278,True
18369,18295,True
18297,18295,False
18342,18051,False
18355,18351,False
18357,18351,False
18358,18351,False
18393,18392,False
18411,18402,True
18406,18402,False
18458,18414,True
18416,18402,False
18419,18414,False
18426,18414,False
18435,18414,False
18465,18414,False
18470,18468,True
18471,18468,False
18483,18414,False
18551,18549,False
18555,18549,False
18561,18556,True
20616,18557,True
18563,18556,False
18571,18556,False
18603,18578,True
18593,18581,True
18582,18578,False
18598,18578,False
18600,18556,False
18609,18578,False
18612,18578,False
18618,18556,False
18643,18556,False
18645,18638,False
18658,18651,True
18711,18705,True
18725,18718,True
18720,18718,False
18721,18705,False
18722,18718,False
18728,18718,False
18753,18730,True
18731,18730,False
18871,18736,True
18737,18730,False
18740,18736,False
18741,18736,False
18742,18736,False
18747,18736,False
18748,18736,False
18751,18736,False
18754,18736,False
18760,18730,False
18769,18736,False
18775,18771,True
18774,18771,False
18776,18771,False
18790,18736,False
18827,18794,True
18799,18794,False
18839,18819,True
18825,18820,True
18834,18828,False
18854,18819,False
